Player,Draft_Year,Team,Conf,G,Cmp,Att,Yds,TD,Int,Rushing_Att,Rushing_Yds,Rushing_TD
Kylan Watkins,2021,Memphis,American,,,,,,,81.0,433.0,1.0
Kylan Watkins,2022,Memphis,American,,,,,,,15.0,49.0,0.0
Kyle Beaudry,2020,Nevada-Las Vegas,MWC,,,,,,,1.0,0.0,0.0
Kyle Crum,2023,San Diego State,MWC,3.0,5.0,17.0,53.0,1.0,1.0,11.0,-11.0,0.0
Kyle Dobbins,2020,Temple,American,,,,,,,2.0,11.0,0.0
Kyle Dobbins,2021,Temple,American,,,,,,,14.0,54.0,0.0
Kyle Dobbins,2022,Temple,American,,,,,,,23.0,83.0,3.0
Kyle Greenwell,2020,UAB,CUSA,14.0,1.0,2.0,2.0,0.0,0.0,,,
Kyle Greenwell,2022,UAB,CUSA,,,,,,,1.0,16.0,0.0
Kyle Lowe,2024,Middle Tennessee State,CUSA,2.0,1.0,1.0,-1.0,0.0,0.0,3.0,5.0,0.0
Kyle Maxwell,2022,Louisiana Tech,CUSA,11.0,1.0,1.0,33.0,1.0,0.0,,,
Kyle Maxwell,2024,Louisiana Tech,CUSA,9.0,1.0,1.0,35.0,1.0,0.0,,,
Kyle McCord,2022,Ohio State,Big Ten,5.0,25.0,38.0,416.0,2.0,2.0,9.0,-16.0,0.0
Kyle McCord,2023,Ohio State,Big Ten,7.0,16.0,20.0,190.0,1.0,0.0,3.0,4.0,0.0
Kyle McCord,2024,Ohio State,Big Ten,12.0,229.0,348.0,3170.0,24.0,6.0,32.0,-65.0,0.0
Kyle Monangai,2022,Rutgers,Big Ten,11.0,0.0,1.0,0.0,0.0,0.0,62.0,236.0,4.0
Kyle Monangai,2023,Rutgers,Big Ten,,,,,,,109.0,445.0,2.0
Kyle Monangai,2024,Rutgers,Big Ten,,,,,,,242.0,1262.0,8.0
Kyle Philips,2020,UCLA,Pac-12,,,,,,,1.0,7.0,0.0
Kyle Philips,2021,UCLA,Pac-12,,,,,,,4.0,40.0,0.0
Kyle Porter,2020,Houston,American,,,,,,,130.0,616.0,3.0
Kyle Porter,2021,Houston,American,,,,,,,105.0,424.0,4.0
Kyle Thomas,2024,Northern Illinois,MAC,,,,,,,1.0,3.0,0.0
Kyle Toole,2021,Troy,Sun Belt,,,,,,,2.0,7.0,0.0
Kyle Toole,2022,Troy,Sun Belt,,,,,,,1.0,-7.0,0.0
Kyle Trask,2020,Florida,SEC,12.0,237.0,354.0,2941.0,25.0,7.0,63.0,8.0,4.0
Kyle Trask,2021,Florida,SEC,12.0,301.0,437.0,4283.0,43.0,8.0,64.0,50.0,3.0
Kyle Vantrease,2020,Buffalo,MAC,13.0,101.0,172.0,1193.0,8.0,2.0,25.0,64.0,6.0
Kyle Vantrease,2021,Buffalo,MAC,7.0,96.0,154.0,1326.0,7.0,3.0,11.0,38.0,4.0
Kyle Vantrease,2022,Buffalo,MAC,10.0,160.0,261.0,1836.0,8.0,6.0,30.0,109.0,3.0
Kyle Vantrease,2023,Georgia Southern,Sun Belt,13.0,371.0,604.0,4253.0,27.0,16.0,33.0,34.0,3.0
Kyle Williams,2020,Arizona State,Pac-12,,,,,,,13.0,46.0,0.0
Kyle Williams,2021,Nevada-Las Vegas,MWC,6.0,1.0,1.0,15.0,0.0,0.0,2.0,6.0,0.0
Kyle Williams,2022,Nevada-Las Vegas,MWC,,,,,,,2.0,7.0,0.0
Kyle Williams,2023,Nevada-Las Vegas,MWC,,,,,,,1.0,12.0,0.0
Kyle Williams,2024,Washington State,Pac-12,,,,,,,3.0,-10.0,0.0
Kylen Austin,2024,Liberty,CUSA,,,,,,,3.0,23.0,0.0
Kylen Granson,2020,SMU,American,,,,,,,2.0,11.0,0.0
Kylen Granson,2021,SMU,American,,,,,,,1.0,0.0,0.0
Kylin Hill,2020,Mississippi State,SEC,,,,,,,242.0,1350.0,10.0
Kylin Hill,2021,Mississippi State,SEC,,,,,,,15.0,58.0,0.0
Kyre Duplessis,2023,Coastal Carolina,Sun Belt,,,,,,,1.0,-2.0,0.0
Kyre Duplessis,2024,Coastal Carolina,Sun Belt,13.0,1.0,2.0,-7.0,0.0,0.0,1.0,-1.0,0.0
Kyren Williams,2020,Notre Dame,Ind,,,,,,,4.0,26.0,0.0
Kyren Williams,2021,Notre Dame,ACC,,,,,,,211.0,1125.0,13.0
Kyren Williams,2022,Notre Dame,Ind,,,,,,,204.0,1002.0,14.0
Kyric McGowan,2020,Northwestern,Big Ten,,,,,,,28.0,177.0,1.0
Kyric McGowan,2021,Northwestern,Big Ten,,,,,,,24.0,141.0,1.0
Kyron Cumby,2021,Illinois,Big Ten,,,,,,,2.0,11.0,0.0
Kyron Drones,2023,Baylor,Big 12,5.0,14.0,23.0,219.0,1.0,1.0,8.0,49.0,2.0
Kyron Drones,2024,Virginia Tech,ACC,13.0,166.0,285.0,2085.0,17.0,3.0,166.0,818.0,5.0
Kyson Brown,2024,Arizona State,Pac-12,,,,,,,23.0,106.0,0.0
L Leviston,2020,Air Force,MWC,,,,,,,1.0,8.0,0.0
L.J Johnson Jr.,2022,Texas A&M,SEC,,,,,,,21.0,76.0,0.0
L.T. Sanders,2023,Western Kentucky,CUSA,,,,,,,44.0,292.0,1.0
L.T. Sanders,2024,Western Kentucky,CUSA,,,,,,,31.0,138.0,0.0
LD Brown,2020,Oklahoma State,Big 12,,,,,,,40.0,221.0,2.0
LD Brown,2021,Oklahoma State,Big 12,,,,,,,82.0,437.0,2.0
LD Brown,2022,Oklahoma State,Big 12,,,,,,,31.0,85.0,1.0
LJ Johnson Jr.,2022,Texas A&M,SEC,,,,,,,21.0,76.0,0.0
LJ Johnson Jr.,2023,Texas A&M,SEC,,,,,,,10.0,39.0,2.0
LJ Johnson Jr.,2024,SMU,American,,,,,,,108.0,576.0,4.0
LJ Martin,2024,BYU,Big 12,10.0,1.0,1.0,2.0,0.0,0.0,109.0,518.0,4.0
LV Bunkley-Shelton,2023,Oklahoma,Big 12,,,,,,,2.0,5.0,0.0
La'Damian Webb,2021,Florida State,ACC,,,,,,,69.0,369.0,3.0
La'Damian Webb,2023,South Alabama,Sun Belt,,,,,,,210.0,1067.0,13.0
La'Damian Webb,2024,South Alabama,Sun Belt,,,,,,,186.0,1007.0,16.0
La'James White,2024,Kansas State,Big 12,,,,,,,3.0,14.0,0.0
La'Vell Wright,2022,Kentucky,SEC,,,,,,,9.0,118.0,1.0
La'Vell Wright,2023,Kentucky,SEC,,,,,,,39.0,120.0,0.0
La'darius Jefferson,2020,Michigan State,Big Ten,,,,,,,19.0,25.0,2.0
La'darius Jefferson,2021,Western Michigan,MAC,,,,,,,112.0,624.0,5.0
La'darius Jefferson,2022,Western Michigan,MAC,,,,,,,185.0,836.0,10.0
La'darius Jefferson,2023,Western Michigan,MAC,,,,,,,56.0,235.0,5.0
LaJohntay Wester,2021,Florida Atlantic,CUSA,,,,,,,8.0,34.0,0.0
LaJohntay Wester,2022,Florida Atlantic,CUSA,,,,,,,5.0,29.0,0.0
LaJohntay Wester,2023,Florida Atlantic,CUSA,,,,,,,15.0,106.0,1.0
LaJohntay Wester,2024,Florida Atlantic,American,,,,,,,8.0,44.0,1.0
LaNorris Sellers,2024,South Carolina,SEC,3.0,4.0,4.0,86.0,2.0,0.0,5.0,51.0,1.0
Labronz Davis,2021,Bowling Green,MAC,2.0,0.0,2.0,0.0,0.0,1.0,,,
Lachlan Wilson,2021,Tulsa,American,,,,,,,1.0,22.0,0.0
Lachlan Wilson,2022,Tulsa,American,,,,,,,1.0,-1.0,0.0
Ladd McConkey,2022,Georgia,SEC,,,,,,,4.0,44.0,1.0
Ladd McConkey,2023,Georgia,SEC,,,,,,,7.0,134.0,2.0
Ladd McConkey,2024,Georgia,SEC,,,,,,,2.0,38.0,1.0
Lala Davis,2020,Old Dominion,CUSA,,,,,,,79.0,337.0,4.0
Lala Davis,2022,Old Dominion,CUSA,,,,,,,105.0,562.0,6.0
Lamar Sperling,2024,Buffalo,MAC,,,,,,,4.0,17.0,0.0
Lamarcus Brand,2023,Georgia State,Sun Belt,,,,,,,1.0,0.0,0.0
Lamical Perine,2020,Florida,SEC,13.0,0.0,1.0,0.0,0.0,0.0,132.0,676.0,6.0
Lamont Atkins,2020,Virginia,ACC,,,,,,,15.0,73.0,1.0
Lamy Constant,2022,Toledo,MAC,,,,,,,5.0,36.0,1.0
Lanard Fournette,2020,LSU,SEC,,,,,,,13.0,36.0,1.0
Lance Legendre,2020,Maryland,Big Ten,3.0,1.0,3.0,7.0,0.0,0.0,13.0,104.0,0.0
Lance Legendre,2021,Maryland,Big Ten,3.0,11.0,14.0,91.0,0.0,2.0,6.0,-11.0,0.0
Lance Legendre,2023,Louisiana,Sun Belt,9.0,0.0,1.0,0.0,0.0,0.0,2.0,13.0,0.0
Landen Akers,2020,Iowa State,Big 12,,,,,,,1.0,8.0,0.0
Landen King,2024,Utah,Pac-12,,,,,,,2.0,4.0,0.0
Landon Brown,2020,Liberty,Ind,13.0,3.0,10.0,25.0,0.0,1.0,1.0,-7.0,0.0
Landon Brown,2024,Sam Houston,CUSA,,,,,,,9.0,17.0,0.0
Landon Robinson,2024,Navy,American,,,,,,,1.0,24.0,0.0
Landon Sides,2024,North Texas,American,,,,,,,4.0,25.0,0.0
Landon Sims,2024,Hawaii,MWC,,,,,,,63.0,255.0,1.0
Landon Wolf,2021,Oklahoma State,Big 12,,,,,,,1.0,-9.0,0.0
Landry Lyddy,2023,Louisiana Tech,CUSA,7.0,82.0,126.0,767.0,3.0,4.0,13.0,8.0,1.0
Landry Lyddy,2024,UAB,American,3.0,14.0,22.0,121.0,1.0,3.0,3.0,-20.0,0.0
Laquan Veney,2022,Army,Ind,,,,,,,3.0,30.0,0.0
Larenzo McMillan,2021,New Mexico State,Ind,,,,,,,2.0,4.0,0.0
Larenzo McMillan,2024,New Mexico State,CUSA,,,,,,,5.0,68.0,0.0
Laress Nelson,2020,Michigan State,Big Ten,,,,,,,1.0,5.0,0.0
Larry Hodges,2021,Miami (FL),ACC,6.0,1.0,1.0,1.0,0.0,0.0,,,
Larry McCammon III,2020,Florida Atlantic,CUSA,,,,,,,91.0,324.0,7.0
Larry McCammon III,2021,Florida Atlantic,CUSA,,,,,,,17.0,79.0,0.0
Larry McCammon III,2022,Florida Atlantic,CUSA,,,,,,,32.0,140.0,1.0
Larry McCammon III,2023,Florida Atlantic,CUSA,,,,,,,193.0,1001.0,7.0
Larry McCammon III,2024,Florida Atlantic,American,,,,,,,149.0,681.0,5.0
Larry Robinson,2024,Army,Ind,2.0,2.0,6.0,20.0,0.0,1.0,6.0,80.0,1.0
Larry Rountree III,2020,Missouri,SEC,,,,,,,186.0,829.0,9.0
Larry Rountree III,2021,Missouri,SEC,,,,,,,209.0,972.0,14.0
Larry Wooden,2020,UAB,CUSA,,,,,,,14.0,50.0,0.0
Larry Wooden,2021,UAB,CUSA,,,,,,,17.0,51.0,0.0
Larry Wooden,2022,UAB,CUSA,,,,,,,19.0,68.0,1.0
Latrele Palmer,2023,James Madison,Sun Belt,,,,,,,101.0,398.0,5.0
Latrele Palmer,2024,James Madison,Sun Belt,,,,,,,33.0,132.0,1.0
Latrell Caples,2022,Boise State,MWC,,,,,,,1.0,9.0,0.0
Latrell Caples,2023,Boise State,MWC,,,,,,,2.0,6.0,0.0
Latrell Williams,2021,South Florida,American,,,,,,,1.0,-4.0,0.0
Laviska Shenault Jr.,2020,Colorado,Pac-12,,,,,,,23.0,161.0,2.0
Lawrance Toafili,2021,Florida State,ACC,,,,,,,37.0,356.0,2.0
Lawrance Toafili,2022,Florida State,ACC,,,,,,,32.0,163.0,1.0
Lawrance Toafili,2023,Florida State,ACC,,,,,,,93.0,457.0,5.0
Lawrance Toafili,2024,Florida State,ACC,,,,,,,69.0,463.0,4.0
Lawrence Arnold,2024,Kansas,Big 12,,,,,,,1.0,10.0,0.0
Lawrence Johnson,2020,New Mexico,MWC,,,,,,,3.0,9.0,0.0
Lawrence Keys III,2020,Notre Dame,Ind,,,,,,,6.0,45.0,0.0
Lawrence Keys III,2023,Tulane,American,,,,,,,5.0,43.0,1.0
Lawrence Keys III,2024,Tulane,American,,,,,,,4.0,25.0,0.0
Lawrence Papillon,2020,Marshall,CUSA,,,,,,,6.0,34.0,0.0
Lawrence Papillon,2021,Marshall,CUSA,,,,,,,10.0,38.0,1.0
Layne Hatcher,2020,Arkansas State,Sun Belt,10.0,204.0,310.0,2946.0,27.0,10.0,79.0,46.0,1.0
Layne Hatcher,2021,Arkansas State,Sun Belt,11.0,116.0,194.0,2058.0,19.0,2.0,43.0,15.0,0.0
Layne Hatcher,2022,Arkansas State,Sun Belt,11.0,201.0,342.0,2423.0,19.0,13.0,50.0,-54.0,1.0
Layne Hatcher,2023,Texas State,Sun Belt,12.0,275.0,442.0,2653.0,19.0,10.0,50.0,-151.0,1.0
Layne Hatcher,2024,Ball State,MAC,7.0,64.0,98.0,582.0,4.0,1.0,20.0,-53.0,1.0
Le'Veon Moss,2023,Texas A&M,SEC,,,,,,,27.0,114.0,1.0
Le'Veon Moss,2024,Texas A&M,SEC,,,,,,,96.0,484.0,5.0
LeQuint Allen,2023,Syracuse,ACC,13.0,1.0,2.0,33.0,1.0,0.0,41.0,274.0,1.0
LeQuint Allen,2024,Syracuse,ACC,13.0,1.0,2.0,-9.0,0.0,0.0,245.0,1064.0,9.0
LeVante Bellamy,2020,Western Michigan,MAC,,,,,,,266.0,1472.0,23.0
Leddie Brown,2020,West Virginia,Big 12,,,,,,,107.0,367.0,1.0
Leddie Brown,2021,West Virginia,Big 12,,,,,,,199.0,1010.0,9.0
Leddie Brown,2022,West Virginia,Big 12,,,,,,,223.0,1065.0,13.0
Lee Beebe,2023,UAB,CUSA,,,,,,,3.0,32.0,0.0
Lee Beebe,2024,UAB,American,,,,,,,52.0,360.0,4.0
Lee Witherspoon,2020,Mississippi State,SEC,,,,,,,22.0,101.0,1.0
Lee Witherspoon,2021,Mississippi State,SEC,,,,,,,6.0,35.0,0.0
Lee Witherspoon,2023,UAB,CUSA,,,,,,,15.0,79.0,2.0
Lee Witherspoon,2024,UAB,American,,,,,,,17.0,52.0,0.0
Leka Lotulelei,2021,San Diego State,MWC,,,,,,,1.0,6.0,0.0
Leki Nunn,2020,San Jose State,MWC,,,,,,,1.0,-10.0,0.0
Len'Neth Whitehead,2022,Tennessee,SEC,,,,,,,32.0,207.0,2.0
Leo Albano,2022,Notre Dame,Ind,,,,,,,1.0,1.0,0.0
Leo Kelly,2022,Wake Forest,ACC,3.0,1.0,4.0,8.0,0.0,1.0,1.0,4.0,0.0
Leo Pulalasi,2024,Washington State,Pac-12,,,,,,,18.0,105.0,0.0
Leon Franklin,2022,Michigan,Big Ten,,,,,,,8.0,33.0,0.0
Leon Franklin,2023,Michigan,Big Ten,,,,,,,4.0,9.0,0.0
Leon Franklin,2024,Michigan,Big Ten,,,,,,,11.0,33.0,1.0
Leonard Parker,2021,South Florida,American,,,,,,,22.0,98.0,2.0
Leonard Taylor,2023,Cincinnati,American,,,,,,,1.0,10.0,0.0
Leroy Deshazor,2021,Arkansas State,Sun Belt,,,,,,,1.0,-17.0,0.0
Leroy Thomas,2024,Western Michigan,MAC,,,,,,,7.0,39.0,0.0
Leshon Williams,2022,Iowa,Big Ten,,,,,,,21.0,69.0,0.0
Leshon Williams,2023,Iowa,Big Ten,,,,,,,116.0,412.0,2.0
Leshon Williams,2024,Iowa,Big Ten,,,,,,,170.0,821.0,1.0
Levi Falck,2022,Nebraska,Big Ten,,,,,,,1.0,18.0,0.0
Levi Gazarek,2023,Bowling Green,MAC,,,,,,,1.0,2.0,0.0
Levi Lewis,2020,Louisiana,Sun Belt,14.0,243.0,378.0,3050.0,26.0,4.0,69.0,195.0,3.0
Levi Lewis,2021,Louisiana,Sun Belt,11.0,177.0,297.0,2274.0,19.0,7.0,55.0,335.0,5.0
Levi Lewis,2022,Louisiana,Sun Belt,14.0,236.0,391.0,2917.0,20.0,4.0,100.0,343.0,5.0
Levi Williams,2020,Wyoming,MWC,3.0,19.0,39.0,343.0,3.0,2.0,40.0,181.0,2.0
Levi Williams,2021,Wyoming,MWC,6.0,59.0,119.0,877.0,1.0,3.0,56.0,100.0,6.0
Levi Williams,2022,Wyoming,MWC,9.0,72.0,120.0,990.0,9.0,5.0,72.0,482.0,5.0
Levi Williams,2023,Utah State,MWC,6.0,5.0,17.0,28.0,0.0,1.0,10.0,51.0,0.0
Levi Williams,2024,Utah State,MWC,11.0,35.0,61.0,425.0,5.0,2.0,45.0,209.0,3.0
Lew Nichols,2020,Central Michigan,MAC,,,,,,,19.0,89.0,0.0
Lew Nichols,2021,Central Michigan,MAC,,,,,,,78.0,507.0,4.0
Lew Nichols,2022,Central Michigan,MAC,13.0,3.0,3.0,41.0,0.0,0.0,341.0,1848.0,16.0
Lew Nichols,2023,Central Michigan,MAC,,,,,,,176.0,616.0,6.0
Lewis Bond,2024,Boston College,ACC,,,,,,,1.0,2.0,0.0
Lexington Joseph,2020,Florida International,CUSA,,,,,,,10.0,48.0,0.0
Lexington Joseph,2021,Florida International,CUSA,,,,,,,8.0,30.0,0.0
Lexington Joseph,2022,Florida International,CUSA,,,,,,,57.0,273.0,1.0
Lexington Joseph,2023,Florida International,CUSA,,,,,,,108.0,536.0,5.0
Leyton Smithson,2023,Washington State,Pac-12,,,,,,,1.0,3.0,1.0
Lideatrick Griffin,2024,Mississippi State,SEC,,,,,,,17.0,74.0,1.0
Lieghton Bechdel,2024,West Virginia,Big 12,,,,,,,1.0,17.0,0.0
Lincoln Kienholz,2024,Ohio State,Big Ten,3.0,10.0,22.0,111.0,0.0,0.0,6.0,2.0,0.0
Lincoln Pare,2021,Arkansas State,Sun Belt,,,,,,,72.0,450.0,1.0
Lincoln Pare,2022,Arkansas State,Sun Belt,,,,,,,107.0,455.0,1.0
Lincoln Pare,2023,Texas State,Sun Belt,,,,,,,172.0,772.0,5.0
Lincoln Victor,2020,Hawaii,MWC,,,,,,,2.0,49.0,0.0
Lincoln Victor,2022,Washington State,Pac-12,13.0,0.0,1.0,0.0,0.0,0.0,4.0,10.0,0.0
Lincoln Victor,2023,Washington State,Pac-12,,,,,,,1.0,-19.0,0.0
Lincoln Victor,2024,Washington State,Pac-12,11.0,1.0,3.0,39.0,0.0,0.0,3.0,21.0,1.0
Lindell Stone,2020,Virginia,ACC,2.0,1.0,2.0,12.0,0.0,1.0,1.0,-5.0,0.0
Lindell Stone,2021,Virginia,ACC,6.0,60.0,102.0,449.0,4.0,3.0,8.0,25.0,0.0
Line Latu,2020,Eastern Michigan,MAC,13.0,0.0,1.0,0.0,0.0,0.0,6.0,19.0,0.0
Logan Adkins,2023,Coastal Carolina,Sun Belt,,,,,,,1.0,2.0,0.0
Logan Ammons,2020,Tulane,American,,,,,,,1.0,-2.0,0.0
Logan Ammons,2021,Tulane,American,,,,,,,1.0,7.0,0.0
Logan Bonner,2020,Arkansas State,Sun Belt,5.0,91.0,153.0,1052.0,10.0,1.0,20.0,-7.0,1.0
Logan Bonner,2021,Arkansas State,Sun Belt,11.0,156.0,262.0,1863.0,18.0,6.0,34.0,25.0,0.0
Logan Bonner,2022,Utah State,MWC,14.0,263.0,430.0,3628.0,36.0,12.0,69.0,66.0,0.0
Logan Bonner,2023,Utah State,MWC,4.0,62.0,110.0,753.0,6.0,8.0,12.0,15.0,0.0
Logan Burnett,2020,Mississippi State,SEC,2.0,1.0,1.0,8.0,0.0,0.0,,,
Logan Diggs,2022,Notre Dame,Ind,,,,,,,52.0,230.0,3.0
Logan Diggs,2023,Notre Dame,Ind,,,,,,,165.0,822.0,4.0
Logan Diggs,2024,LSU,SEC,,,,,,,119.0,653.0,7.0
Logan Fife,2022,Fresno State,MWC,1.0,7.0,13.0,51.0,1.0,1.0,4.0,13.0,0.0
Logan Fife,2023,Fresno State,MWC,11.0,84.0,120.0,892.0,2.0,6.0,32.0,35.0,3.0
Logan Fife,2024,Fresno State,MWC,12.0,52.0,91.0,642.0,3.0,2.0,28.0,40.0,1.0
Logan Holgorsen,2020,Houston,American,7.0,9.0,19.0,139.0,1.0,1.0,4.0,-8.0,0.0
Logan Holgorsen,2021,Houston,American,4.0,4.0,9.0,57.0,0.0,0.0,2.0,-3.0,0.0
Logan Kyle,2024,Vanderbilt,SEC,,,,,,,2.0,25.0,0.0
Logan Lupo,2024,Florida Atlantic,American,12.0,1.0,1.0,8.0,0.0,0.0,,,
Logan Point,2023,Navy,American,,,,,,,33.0,138.0,1.0
Logan Point,2024,Navy,American,,,,,,,2.0,6.0,0.0
Logan Smothers,2022,Nebraska,Big Ten,6.0,23.0,33.0,317.0,0.0,1.0,37.0,133.0,2.0
Logan Smothers,2023,Nebraska,Big Ten,5.0,10.0,18.0,96.0,0.0,0.0,12.0,28.0,0.0
Logan Smothers,2024,Jacksonville State,CUSA,12.0,66.0,117.0,735.0,6.0,4.0,85.0,322.0,7.0
Logan Wright,2020,Georgia Southern,Sun Belt,,,,,,,52.0,294.0,2.0
Logan Wright,2021,Georgia Southern,Sun Belt,,,,,,,99.0,602.0,4.0
Logan Wright,2022,Georgia Southern,Sun Belt,,,,,,,150.0,793.0,8.0
London Humphreys,2024,Vanderbilt,SEC,,,,,,,1.0,5.0,0.0
Lopini Katoa,2020,BYU,Ind,,,,,,,85.0,358.0,4.0
Lopini Katoa,2021,BYU,Ind,,,,,,,84.0,444.0,5.0
Lopini Katoa,2022,BYU,Ind,,,,,,,61.0,242.0,2.0
Lopini Katoa,2023,BYU,Ind,,,,,,,75.0,332.0,2.0
Loren Easly,2020,North Texas,CUSA,,,,,,,55.0,243.0,1.0
Lorenzo Dorr,2020,West Virginia,Big 12,,,,,,,2.0,9.0,0.0
Lorenzo Dorr,2021,West Virginia,Big 12,,,,,,,2.0,-1.0,0.0
Lorenzo Harrison,2020,Maryland,Big Ten,,,,,,,7.0,70.0,0.0
Lorenzo Lingard,2021,Florida,SEC,,,,,,,5.0,32.0,0.0
Lorenzo Lingard,2022,Florida,SEC,,,,,,,11.0,43.0,0.0
Lorenzo Lingard,2023,Florida,SEC,,,,,,,10.0,75.0,1.0
Lorenzo Lingard,2024,Akron,MAC,,,,,,,143.0,641.0,4.0
Lorenzo Styles Jr.,2022,Notre Dame,Ind,,,,,,,1.0,37.0,0.0
Lorenzo Styles Jr.,2023,Notre Dame,Ind,,,,,,,3.0,49.0,0.0
Loronzo Thompson,2022,North Texas,CUSA,,,,,,,1.0,31.0,0.0
Louis Brown,2023,Colorado State,MWC,,,,,,,2.0,10.0,0.0
Louis Brown,2024,Colorado State,MWC,,,,,,,3.0,5.0,0.0
Louis Hedley,2020,Miami (FL),ACC,,,,,,,1.0,21.0,0.0
Lowell Narcisse,2020,UTSA,CUSA,11.0,107.0,201.0,1226.0,8.0,5.0,118.0,492.0,4.0
Lowell Narcisse,2021,UTSA,CUSA,4.0,35.0,56.0,417.0,3.0,0.0,32.0,126.0,0.0
Luca Diamont,2021,Duke,ACC,1.0,5.0,8.0,38.0,0.0,1.0,12.0,60.0,0.0
Luca Diamont,2022,Duke,ACC,2.0,2.0,3.0,21.0,0.0,0.0,4.0,48.0,0.0
Lucas Barisas,2022,Tulane,American,,,,,,,3.0,17.0,0.0
Lucas Barisas,2023,Tulane,American,,,,,,,8.0,41.0,0.0
Lucas Borrow,2022,Ball State,MAC,,,,,,,1.0,21.0,0.0
Lucas Coley,2023,Houston,American,3.0,3.0,3.0,8.0,0.0,0.0,3.0,4.0,0.0
Lucas Dean,2020,UTSA,CUSA,12.0,1.0,1.0,22.0,0.0,0.0,,,
Lucas Hartings,2022,Western Michigan,MAC,,,,,,,2.0,25.0,0.0
Lucas Johnson,2020,Georgia Tech,ACC,5.0,21.0,37.0,187.0,1.0,1.0,22.0,43.0,0.0
Lucas Johnson,2021,San Diego State,MWC,3.0,14.0,24.0,184.0,1.0,0.0,8.0,80.0,1.0
Lucas Johnson,2022,San Diego State,MWC,13.0,138.0,223.0,1424.0,12.0,4.0,52.0,181.0,1.0
Lucas Krull,2020,Florida,SEC,12.0,1.0,1.0,4.0,0.0,0.0,,,
Lucas Krull,2022,Pitt,ACC,14.0,0.0,1.0,0.0,0.0,0.0,,,
Lucian Anderson III,2024,Bowling Green,MAC,,,,,,,8.0,28.0,1.0
Lucious Stanley,2020,UAB,CUSA,,,,,,,90.0,414.0,7.0
Lucious Stanley,2021,UAB,CUSA,,,,,,,20.0,118.0,2.0
Lucious Stanley,2022,UAB,CUSA,,,,,,,38.0,213.0,1.0
Lucious Stanley,2023,Miami (FL),ACC,,,,,,,19.0,94.0,0.0
Lucky Avinger,2022,San Diego State,MWC,,,,,,,3.0,3.0,0.0
Lucky Jackson,2020,Western Kentucky,CUSA,13.0,1.0,2.0,8.0,1.0,0.0,1.0,15.0,0.0
Lucky Sutton,2023,San Diego State,MWC,,,,,,,2.0,8.0,0.0
Lucky Sutton,2024,San Diego State,MWC,,,,,,,30.0,157.0,2.0
Lui Aumavae,2023,San Diego State,MWC,2.0,1.0,8.0,2.0,0.0,0.0,,,
Luke Akers,2021,UCLA,Pac-12,,,,,,,1.0,-13.0,0.0
Luke Akers,2022,UCLA,Pac-12,,,,,,,1.0,-11.0,0.0
Luke Altmyer,2022,Ole Miss,SEC,5.0,20.0,37.0,192.0,1.0,2.0,21.0,0.0,0.0
Luke Altmyer,2023,Ole Miss,SEC,4.0,8.0,17.0,125.0,2.0,1.0,4.0,3.0,1.0
Luke Altmyer,2024,Illinois,Big Ten,9.0,175.0,270.0,1883.0,13.0,10.0,94.0,282.0,3.0
Luke Anthony,2021,Louisiana Tech,CUSA,9.0,138.0,221.0,1479.0,16.0,5.0,49.0,-58.0,1.0
Luke Ashworth,2022,Arizona,Pac-12,2.0,0.0,1.0,0.0,0.0,1.0,,,
Luke Bauer,2024,Missouri,SEC,13.0,1.0,1.0,39.0,1.0,0.0,1.0,-11.0,0.0
Luke Bottari,2024,Utah,Pac-12,2.0,7.0,11.0,79.0,0.0,0.0,5.0,11.0,2.0
Luke Doty,2021,South Carolina,SEC,8.0,43.0,71.0,405.0,2.0,3.0,41.0,91.0,0.0
Luke Doty,2022,South Carolina,SEC,6.0,86.0,143.0,975.0,5.0,3.0,34.0,19.0,0.0
Luke Doty,2023,South Carolina,SEC,5.0,10.0,14.0,146.0,2.0,2.0,5.0,63.0,1.0
Luke Doty,2024,South Carolina,SEC,12.0,2.0,4.0,17.0,0.0,0.0,2.0,0.0,1.0
Luke Elzinga,2023,Central Michigan,MAC,12.0,1.0,1.0,20.0,0.0,0.0,,,
Luke Floriea,2022,Kent State,MAC,,,,,,,1.0,-3.0,0.0
Luke Floriea,2023,Kent State,MAC,,,,,,,1.0,-4.0,0.0
Luke Floriea,2024,Kent State,MAC,,,,,,,1.0,13.0,1.0
Luke Grimm,2021,Kansas,Big 12,,,,,,,3.0,10.0,0.0
Luke Grimm,2024,Kansas,Big 12,,,,,,,1.0,-6.0,0.0
Luke Larsen,2021,East Carolina,American,,,,,,,1.0,25.0,0.0
Luke Larsen,2024,East Carolina,American,,,,,,,1.0,-13.0,0.0
Luke Lindenmeyer,2024,Nebraska,Big Ten,,,,,,,1.0,-2.0,0.0
Luke Loecher,2022,Oregon State,Pac-12,13.0,0.0,1.0,0.0,0.0,0.0,,,
Luke Logan,2021,Ole Miss,SEC,,,,,,,1.0,-4.0,0.0
Luke MacPhail,2024,Syracuse,ACC,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Luke McCaffrey,2020,Nebraska,Big Ten,4.0,9.0,12.0,142.0,2.0,0.0,24.0,166.0,1.0
Luke McCaffrey,2021,Nebraska,Big Ten,7.0,48.0,76.0,466.0,1.0,6.0,65.0,364.0,3.0
